station,gear,skate_or_pot_unique_id,skate_or_pot_number,n_sablefish,detailed_gear
Exp_Set3,HAL,Exp_Set3_107_52,52,26,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_53,53,14,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_54,54,26,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_55,55,26,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_56,56,16,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_57,57,18,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_58,58,23,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_59,59,18,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_6,6,19,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_60,60,22,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_61,61,19,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_62,62,22,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_63,63,19,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_64,64,21,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_65,65,17,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_66,66,22,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_67,67,16,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_68,68,23,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_69,69,9,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_7,7,17,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_70,70,18,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_71,71,22,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_72,72,15,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_73,73,18,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_74,74,12,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_75,75,15,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_76,76,14,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_77,77,15,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_78,78,5,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_79,79,10,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_8,8,12,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_80,80,9,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_81,81,22,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_82,82,20,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_83,83,18,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_84,84,13,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_85,85,21,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_86,86,13,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_87,87,4,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_88,88,6,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_89,89,7,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_9,9,22,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_90,90,10,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_91,91,6,Hook-and-line
Exp_Set3,HAL,Exp_Set3_107_92,92,7,Hook-and-line
Exp_Set3,POT,Exp_Set3_108_100,100,22,Small pots
Exp_Set3,POT,Exp_Set3_108_101,101,13,Small pots
Exp_Set3,POT,Exp_Set3_108_102,102,18,Small pots
Exp_Set3,POT,Exp_Set3_108_103,103,13,Small pots
Exp_Set3,POT,Exp_Set3_108_104,104,17,Small pots
Exp_Set3,POT,Exp_Set3_108_105,105,11,Small pots
Exp_Set3,POT,Exp_Set3_108_106,106,16,Small pots
Exp_Set3,POT,Exp_Set3_108_107,107,9,Small pots
Exp_Set3,POT,Exp_Set3_108_108,108,19,Small pots
Exp_Set3,POT,Exp_Set3_108_109,109,9,Small pots
Exp_Set3,POT,Exp_Set3_108_110,110,15,Small pots
Exp_Set3,POT,Exp_Set3_108_111,111,17,Small pots
Exp_Set3,POT,Exp_Set3_108_112,112,7,Small pots
Exp_Set3,POT,Exp_Set3_108_113,113,19,Small pots
Exp_Set3,POT,Exp_Set3_108_114,114,9,Small pots
Exp_Set3,POT,Exp_Set3_108_115,115,18,Small pots
Exp_Set3,POT,Exp_Set3_108_116,116,6,Small pots
Exp_Set3,POT,Exp_Set3_108_118,118,10,Small pots
Exp_Set3,POT,Exp_Set3_108_119,119,5,Small pots
Exp_Set3,POT,Exp_Set3_108_120,120,7,Small pots
Exp_Set3,POT,Exp_Set3_108_121,121,2,Small pots
Exp_Set3,POT,Exp_Set3_108_122,122,11,Small pots
Exp_Set3,POT,Exp_Set3_108_123,123,8,Small pots
Exp_Set3,POT,Exp_Set3_108_124,124,20,Small pots
Exp_Set3,POT,Exp_Set3_108_125,125,8,Small pots
Exp_Set3,POT,Exp_Set3_108_126,126,12,Small pots
Exp_Set3,POT,Exp_Set3_108_127,127,12,Small pots
Exp_Set3,POT,Exp_Set3_108_128,128,3,Small pots
Exp_Set3,POT,Exp_Set3_108_129,129,10,Small pots
Exp_Set3,POT,Exp_Set3_108_130,130,18,Small pots
Exp_Set3,POT,Exp_Set3_108_131,131,12,Small pots
Exp_Set3,POT,Exp_Set3_108_132,132,14,Small pots
Exp_Set3,POT,Exp_Set3_108_133,133,8,Small pots
Exp_Set3,POT,Exp_Set3_108_134,134,7,Small pots
Exp_Set3,POT,Exp_Set3_108_135,135,6,Small pots
Exp_Set3,POT,Exp_Set3_108_136,136,14,Small pots
Exp_Set3,POT,Exp_Set3_108_137,137,16,Small pots
Exp_Set3,POT,Exp_Set3_108_138,138,13,Small pots
Exp_Set3,POT,Exp_Set3_108_139,139,8,Small pots
Exp_Set3,POT,Exp_Set3_108_140,140,5,Small pots
Exp_Set3,POT,Exp_Set3_108_141,141,2,Small pots
Exp_Set3,POT,Exp_Set3_108_142,142,4,Small pots
Exp_Set3,POT,Exp_Set3_108_143,143,6,Small pots
Exp_Set3,POT,Exp_Set3_108_144,144,2,Small pots
Exp_Set3,POT,Exp_Set3_108_145,145,8,Small pots
Exp_Set3,POT,Exp_Set3_108_146,146,6,Small pots
Exp_Set3,POT,Exp_Set3_108_147,147,6,Small pots
Exp_Set3,POT,Exp_Set3_108_148,148,3,Small pots
Exp_Set3,POT,Exp_Set3_108_149,149,15,Small pots
Exp_Set3,POT,Exp_Set3_108_150,150,11,Small pots
Exp_Set3,POT,Exp_Set3_108_151,151,10,Small pots
Exp_Set3,POT,Exp_Set3_108_152,152,13,Small pots
Exp_Set3,POT,Exp_Set3_108_153,153,14,Small pots
Exp_Set3,POT,Exp_Set3_108_154,154,9,Small pots
Exp_Set3,POT,Exp_Set3_108_155,155,7,Small pots
Exp_Set3,POT,Exp_Set3_108_156,156,3,Small pots
Exp_Set3,POT,Exp_Set3_108_157,157,6,Small pots
Exp_Set3,POT,Exp_Set3_108_158,158,7,Small pots
Exp_Set3,POT,Exp_Set3_108_159,159,13,Small pots
Exp_Set3,POT,Exp_Set3_108_160,160,6,Small pots
Exp_Set3,POT,Exp_Set3_108_161,161,12,Small pots
Exp_Set3,POT,Exp_Set3_108_162,162,18,Small pots
Exp_Set3,POT,Exp_Set3_108_163,163,6,Small pots
Exp_Set3,POT,Exp_Set3_108_164,164,14,Small pots
Exp_Set3,POT,Exp_Set3_108_165,165,4,Small pots
Exp_Set3,POT,Exp_Set3_108_166,166,8,Small pots
Exp_Set3,POT,Exp_Set3_108_167,167,10,Small pots
Exp_Set3,POT,Exp_Set3_108_168,168,8,Small pots
Exp_Set3,POT,Exp_Set3_108_169,169,5,Small pots
Exp_Set3,POT,Exp_Set3_108_170,170,5,Small pots
Exp_Set3,POT,Exp_Set3_108_171,171,8,Small pots
Exp_Set3,POT,Exp_Set3_108_172,172,10,Small pots
Exp_Set3,POT,Exp_Set3_108_173,173,7,Small pots
Exp_Set3,POT,Exp_Set3_108_174,174,4,Small pots
Exp_Set3,POT,Exp_Set3_108_175,175,7,Small pots
Exp_Set3,POT,Exp_Set3_108_176,176,18,Small pots
Exp_Set3,POT,Exp_Set3_108_177,177,12,Small pots
Exp_Set3,POT,Exp_Set3_108_178,178,0,Large pots
Exp_Set3,POT,Exp_Set3_108_179,179,15,Large pots
Exp_Set3,POT,Exp_Set3_108_180,180,0,Large pots
Exp_Set3,POT,Exp_Set3_108_181,181,12,Large pots
Exp_Set3,POT,Exp_Set3_108_182,182,6,Large pots
Exp_Set3,POT,Exp_Set3_108_183,183,26,Large pots
Exp_Set3,POT,Exp_Set3_108_93,93,17,Large pots
Exp_Set3,POT,Exp_Set3_108_94,94,15,Large pots
Exp_Set3,POT,Exp_Set3_108_95,95,17,Large pots
Exp_Set3,POT,Exp_Set3_108_96,96,14,Large pots
Exp_Set3,POT,Exp_Set3_108_97,97,11,Large pots
Exp_Set3,POT,Exp_Set3_108_98,98,28,Small pots
Exp_Set3,POT,Exp_Set3_108_99,99,6,Small pots
