Haul ID,Line,Time,Depth,Skate,Species,Depredation
502dd03b-66d9-442c-84d9-174c3daf99e9,1,7:59:48 PM,397,91,19,0
502dd03b-66d9-442c-84d9-174c3daf99e9,2,8:00:03 PM,0,91,2,0
502dd03b-66d9-442c-84d9-174c3daf99e9,3,8:00:57 PM,0,91,7,0
502dd03b-66d9-442c-84d9-174c3daf99e9,4,8:01:08 PM,401,92,19,0
502dd03b-66d9-442c-84d9-174c3daf99e9,5,8:01:20 PM,0,92,2,0
502dd03b-66d9-442c-84d9-174c3daf99e9,6,8:01:23 PM,0,92,8,0
502dd03b-66d9-442c-84d9-174c3daf99e9,7,8:01:25 PM,0,92,3,0
502dd03b-66d9-442c-84d9-174c3daf99e9,8,8:01:26 PM,0,93,19,0
502dd03b-66d9-442c-84d9-174c3daf99e9,9,8:01:51 PM,0,93,1,0
502dd03b-66d9-442c-84d9-174c3daf99e9,10,8:01:55 PM,0,93,2,0
502dd03b-66d9-442c-84d9-174c3daf99e9,11,8:02:01 PM,0,94,19,0
502dd03b-66d9-442c-84d9-174c3daf99e9,12,8:02:09 PM,0,94,2,0
502dd03b-66d9-442c-84d9-174c3daf99e9,13,8:02:29 PM,0,94,177,0
502dd03b-66d9-442c-84d9-174c3daf99e9,14,8:02:47 PM,406,95,19,0
502dd03b-66d9-442c-84d9-174c3daf99e9,15,8:03:08 PM,0,95,3,0
502dd03b-66d9-442c-84d9-174c3daf99e9,16,8:03:10 PM,0,95,3,0
502dd03b-66d9-442c-84d9-174c3daf99e9,17,8:03:11 PM,0,95,8,0
502dd03b-66d9-442c-84d9-174c3daf99e9,18,8:03:12 PM,0,95,8,0
502dd03b-66d9-442c-84d9-174c3daf99e9,20,8:03:38 PM,0,96,3,0
502dd03b-66d9-442c-84d9-174c3daf99e9,21,8:03:42 PM,0,96,3,0
502dd03b-66d9-442c-84d9-174c3daf99e9,23,8:03:53 PM,0,97,1,0
502dd03b-66d9-442c-84d9-174c3daf99e9,24,8:03:59 PM,0,98,8,0
502dd03b-66d9-442c-84d9-174c3daf99e9,25,8:05:23 PM,0,99,3,0
